UserName,ScreenName,Location,TweetAt,OriginalTweet,Sentiment
6915,51867,,18-03-2020,"Why can't we take some of the $ billions that the airlines want b/c they went into debt to inflate their stock prices through share prices for bonuses, 

and buy a few hundred thousand #coronavirus testing kits from the South Korean companies that are mass producing them?",Positive
6916,51868,"Brighton & Hove, UK",18-03-2020,To help in their community are running sessions in on managing shopping online amp staying in contact via Skype or Facetime older,Positive
6917,51869,"Atlanta, GA",18-03-2020,Checks from the government https://t.co/t9pbekZFSu #coronavirus,Neutral
6918,51870,"Atlanta, GA",18-03-2020,Online security tips for working from home https://t.co/aUWlkZIEQU #coronavirus,Positive
6919,51871,"Spotsylvania Courthouse, VA",18-03-2020,closing all US stores due to will continue offering online shopping,Neutral
6920,51872,,18-03-2020,Had someone contact me They were working a retail job at a store that was refusing to close despite fears about COVID 19 Instead of getting paid leave employees were having their hours cut Employees called their governor and reps Within 24 hours store closed paid leave,Negative
6921,51873,,18-03-2020,U.S. Bank is making immediate adjustments to specific consumer and small business services to lessen financial impact for those affected by COVID-19. https://t.co/9AAjZCFxvA,Negative
6922,51874,"Fort Collins, CO",18-03-2020,"WE WILL REMAIN #OPEN DURING THE #CORONAVIRUS #OUTBREAK TO ENSURE YOUR ACCESS TO #SUPPLIES.

https://t.co/Y3kgUcR34L

We are open and have 50 stores on one website including a online grocery store, online medical supply, and anything else you might need.

#coronavirusoutbreak2020 https://t.co/yV9jeAlpvX",Positive
6923,51875,I live where my heart guides ,18-03-2020,"#UKGoverment @BBCDorset , there is disparity between what you ask of the self isolating and the rest of the public, we cant get online shopping slots to stay away from ppl and hoarders are clearing shelves before we get a chance , we wont die of Covid-19 well die of starvation",Negative
6924,51876,NYC,18-03-2020,"Kroger ($KR) the largest supermarket chain in the country, does not offer paid employee sick leave. 

Asymptomatic Covid-19 infected employees may be handling food for millions of people. Imagine the results if they become a proven contagion vector.

https://t.co/hSuuLDMxL4",Extremely Negative
6925,51877,"Manchester, England",18-03-2020,"DONT LET YOUR BUSINESS BE A TARGET IF YOU HAVE TO CLOSE TEMPORARILY DUE TO #covid_19 (Coronavirus)

@Base_Security SPECIALISE IN PROTECTING VACANT PROPERTIES &amp; CONSTRUCTION SITES

WE ARE OFFERING SPECIAL DISCOUNTED PRICES FOR ALL BUSINESSES EFFECTED AT THIS VERY TOUGH TIME. https://t.co/QL7r8UOalX",Positive
6926,51878,,18-03-2020,Khost governor and other officials were in the city markets looking for shops that are storing flours and other materials They shut down a few Due to people are panic buying food and officials say they are trying to keep the prices under control,Negative
6927,51879,"Washington, DC",18-03-2020,"#China is showing signs of recovery. However, as our recent #QuickTake pointed out, ""its recovery will be hampered by the shutdown of #business, travel, events, and slowing consumer demand internationally"" as the virus hits the rest of the world. https://t.co/SNJzQephdZ #covid_19",Negative
6928,51880,UK,18-03-2020,Just what to say what a wonderful job @AldiUK is doing in the #covid19UK the staff are so helpful and friendly. They are busy filling shelves checking out the back for things if not the shelve. Hope your staff are get praised for their affects. Other supermarkets take note.,Extremely Positive
6929,51881,,18-03-2020,I just saw on the news how those reusable grocery sacks people bring to and from home could transmit Time for governors store owners etc who banned plastic bags to lift that ban for such a time as this,Extremely Negative
6930,51882,"SouthSide Safari, Chi-town",18-03-2020,"All y'all working from home people bout to have the itis from eating your 3 weeks worth of food in 3-4 business days. 

#Chicago #COVID19 #coronavirus #NoPosGuau #NoFood #workingfromhome #quatantineandchill",Positive
6931,51883,Barcelona,18-03-2020,"COVID-19: How to Disinfect your Piano

In response to the continuing concerns relating to the coronavirus (Covid-19) outbreak, the Piano Technicians Guild has compiled the following advisory. Hopefully, you will find it helpful. Read more here: https://t.co/7uA23qapL4 https://t.co/vwbEvGHFWU",Extremely Positive
6932,51884,wherever the road takes me ,18-03-2020,Chief Stawinski was out with of Community of Hope AME getting food out to those in need and the two community leaders  message to everyone is please don t panic Hear from them on at 11p,Positive
6933,51885,"Newcastle Upon Tyne, England",18-03-2020,Bright side of people panic buying all the food is now Ill get the beach body i never wanted ?? #coronavirus #panicbuying,Negative
6934,51886,"Beckenham, SE London/Kent",18-03-2020,Id love to see a website where you can send thank you presents to those at a store or a hospital/ambulance crew etc. @amazon or a major supermarket can you make it happen? #frontlineheroes #COVID19 #coronavirus #CoronaVirusChallenge even each place have a drop off area #Thankyou https://t.co/Rks5Qdl1vc,Extremely Positive
6935,51887,"Lira, Uganda ??",18-03-2020,But isn t our really concerned about pharmacies selling us sanitizers and masks at obnormal prices Taking advantage of the situation  ,Positive
6936,51888,"Pittsburgh, PA",18-03-2020,"As virus concerns grow, here's a list of when and where can you shop for groceries https://t.co/rROfovIsvt via @PittsburghPG",Neutral
6937,51889,"Gothenburg, Sweden",18-03-2020,"Here's a U.S. retail store mega-thread, including closings, reduced hours and more. Links to CEO statements. Please RT and share! 

#COVID19 #cornavirusupdate #crisiscommunications",Positive
6938,51890,"Gothenburg, Sweden",18-03-2020,"Warby Parker stores are closed through March 27: https://t.co/tBJLx8Irh7

Retail employees will continue to be paid. The online store remains open, and Home Try-On program, Virtual Try-On tool and cust. serv. via email/text/chat continues.",Neutral
6939,51891,,18-03-2020,So if the host says no refund the consumer is SOL Believe me we will remember this is your policy Never again Hello,Negative
6940,51892,Kent,18-03-2020,@Tesco @AsdaServiceTeam supermarkets while we are self isolating and online shopping please deliver with carrier bags to keep with social distancing #coronavirus #Tesco #asda,Positive
6941,51893,Washington,18-03-2020,Think about the elderly who can't go to grocery store but are also unable to get the food they need delivered because of strained supply chains and workforce shortages. #coronavirus #Amazon #SupplyChain  #grocerydelivery,Extremely Negative
6942,51894,"Calgary, Alberta",18-03-2020,"Ann Hui and Kathryn Blaze Baum: ""The empty grocery store shelves that have become symbolic of COVID-19 anxieties are mostly due to panic buying"" and not indicative of larger supply problems, major retailers and experts say."" https://t.co/0pNxcGVWvi",Extremely Negative
6943,51895,"Atlanta, GA",18-03-2020,Restaurants NO Play dates NO Social visits NO Grocery Store Avoid peak hours minimize visits order online if possible Family time YES,Extremely Negative
6944,51896,"Hastings, England (till I die)",18-03-2020,"COVID-19 Coronavirus - New Zealand supermarket shelves, 17 March 2020 https://t.co/oMEbfNCvwN via @YouTube",Neutral
6945,51897,Citizen of Nowhere,18-03-2020,Number of my clients are struggling to know what happens next. We've decided to start researching the impact of COVID-19 on consumer behaviour. Issue 1 is available from https://t.co/GAVbcLh59t for FREE. https://t.co/8UWn3X1doK,Positive
6946,51898,Singapore,18-03-2020,#Fujifilm shares soar after #China backs drug to treat #coronavirus https://t.co/W4bqfTXmwZ #stocks #investing,Positive
6947,51899,"Berlin, Germany",18-03-2020,"#bneEditorsPicks
Kazakh tenge plunges to record low as world oil prices flounder

Kaz tenge sank 6.6% v USD

https://t.co/MbXE23gNx6

#bne #business #coronavirus #Kazakhstan #FX

see a sample here: 
https://t.co/qdLjDVOmX2

sign up here: 
https://t.co/fx29M7iuZu https://t.co/3VX7iXAE3l",Negative
6948,51900,"Seattle, WA",18-03-2020,I ve done multiple stories about food supply lately and despite empty store shelves here s a PSA Don t panic We are not running out of food Experts say the food industry has up to four months of staples in stock,Negative
6949,51901,"Palm Beach, FL",18-03-2020,"Worst of panic buying over, says supply chain expert. 

Were not going to run out of food. If you go to a store and somethings gone, it will be restocked by the next day.""

#food #supplychain #retail #logistics #coronavirus 

https://t.co/aHEe8xp9nz via @torontostar",Extremely Negative
6950,51902,"Toronto, Ontario",18-03-2020,Premier says he s talking to the country s six largest grocery chains about possibly limiting the number of shoppers in each store to practice social distancing Says he can t get over the toilet paper situation and says people shouldn t hoard,Positive
6951,51903,"Huntington, WV",18-03-2020,"Passed a guy in the grocery store who had a bag of pork rinds and a case of beer in his cart.

He's ready.

#coronavirus #doomsdaypreppers #WV",Positive
6952,51904,"Chicago, IL",18-03-2020,Theyre working hard to keep shelves stocked for everyone during this difficult time. Please thank a grocery store employee when youre shopping for supplies! ?? #COVID19 #coronavirus https://t.co/y16eUxFknQ,Positive
6953,51905,"Merseyside, UK",18-03-2020,Stories of people emptying supermarket shelves or arguing over packets of pasta can paint a bleak picture of the coronavirus outbreak But there are also acts of kindness that have inspired thousands of others,Extremely Positive
6954,51906,,18-03-2020,"ACTION ALERT: At a time when PA families are worrying about #CoronaVirus, now is the time for PA lawmakers to make a commitment to lowering prescription drug prices. TELL THEM to step up: https://t.co/zzSMN5QJlA

cc: @pahealthaccess https://t.co/fKYqnHGEQV",Positive
6955,51907,"Omaha, NE (Headquarters)",18-03-2020,?#BBBAlert?: Scammers to take advantage of the Government stimulus package - stay vigilant. Here's some tips to make sure you don't fall victim to a scam during these uncertain times!? Report/view scams: https://t.co/P7CXJvnR1Q. ?? #Coronavirus  https://t.co/iNEHsYZI7n,Extremely Negative
6956,51908,"Norwalk, Connecticut",18-03-2020,"The @DistilledSpirit Council is urging the #Pennsylvania governor to reconsider closing all liquor stores. #retail #coronavirus
https://t.co/QwCFg7gChy https://t.co/ZACdGqQETO",Neutral
6957,51909,Republik of Mancunia,18-03-2020,"@cheaneyshoes your email today about Covid 19 included a sales pitch about online shopping. You appalling described classic favorites, for an English company with 130 years of heritage that is appalling, its favourites. Good at shoes but crap at",Negative
6958,51910,Bengaluru-India,18-03-2020,"Solution to bring #coronavirus spread under control in 2 weeks, just shutdown the world for 2 weeks, except emergency services, everyone stockup and home quarantined for 2 weeks, post that only the once with symptoms need to be quarantined. #WHO @narendramodi @realDonaldTrump",Negative
6959,51911,"Calgary, AB",18-03-2020,me on my way to the grocery store #coronavirus https://t.co/7P9AaOCwVu,Neutral
6960,51912,"Las Vegas, NV",18-03-2020,"Join me in giving a ""THANK YOU"" to grocery store workers across America. 

These American heroes are working hard in the middle of the Coronavirus outbreak to ensure we all have access to the food and supplies we need. #coronavirus #GroceryStore #WednesdayMotivation https://t.co/7GfLZnCE3x",Extremely Positive
6961,51913,the Something Inked Offices,18-03-2020,Any grocery store brands want to pay me to walk through aisles and tell you what products are so shitty they cant even be sold when there is literally nothing else left in the aisle. Im available. #coronavirus #GroceryStore,Extremely Negative
6962,51914,United States,18-03-2020, As our demand for animals for food skins and entertainment increases so do our risks of infectious diseases ,Neutral
6963,51915,New York City and points West,18-03-2020,"???Reminder: While you stock up on food &amp; staples, don't forget pet food for your dog, cat, bird, whatever??? #coronavirus",Negative
6964,51916,Campaign Trail,18-03-2020,Take a moment to thank your cashier at the grocery store the person delivering your food truck drivers making sure our shelves are stocked and warehouse workers processing freight for stores We are all in this together,Positive
6965,51917,"San Francisco, CA",18-03-2020,And its a great listen in the car if you have to brave the storm and get to a grocery store or doctor... ?#FactsNotFear #COVID19 #coronavirus https://t.co/Nws0jQ9JRm https://t.co/34kfWLbMSD,Extremely Positive
6966,51918,,18-03-2020,"#boycottHUL absolute shame dat such a reputed company is taking undue advantage of its customers during trying times by incrsing the prices of soaps, handwash n sanitizers which is the need of d hour n dat 2 wen der is no increase in material cost #coronavirusindia  #Coronavirus",Negative
6967,51919,"Washington, DC",18-03-2020,"Bernanke and Yellen: The Fed could ask Congress for the authority to buy limited amounts of investment-grade corporate debt.
https://t.co/Isny3UQmv1",Negative
6968,51920,,18-03-2020,Finished analyzing 22 different industries occupations contribution to total wages wage as of consumer spending and consumer spending as of GDP Article with all source data available at for anyone interested,Positive
6969,51921,Deutschland,18-03-2020,"A supermarket in Denmark got tired of people hoarding hand sanitizer, so came up with their own way of stopping it.

1 bottle kr40 (5.50)
2 bottles kr1000 (134.00) each bottle.

Hoarding stopped!

#COVID19 #Hoarding https://t.co/eKTabEjScc (via @_schuermann) cc @svenseele",Negative
6970,51922,"Nairobi, Kenya.",18-03-2020,"#Covid_19 What is the essence of @WHO giving Kenya 1billion dollars if Kenyans are buying sanitizers, and the little in the supermarkets are hoarded or prices increased?
@MigunaMiguna @MohaJichoPevu @ahmednasirlaw @citizentvkenya @StandardKenya",Positive
6971,51923,Global,18-03-2020,"?? This is not the time to charge abnormal prices for medicines, goods and services. Kenyan Health Cabinet Secretary @MutahiKagwe on the role of business in tackling #coronavirus #COVID19 

Join our #bfp_live #coronavirusaction event on Thu 19 March: https://t.co/jsbmG3uHs4 https://t.co/A8TLqMGC1q",Positive
6972,51924,"Tampa, FL & Waynesville, NC",18-03-2020,It can not be said often enough thank you nurses doctors medical staff trashmen delivery people grocery store workers law enforcement we are getting through this because of you,Positive
6973,51925,Toronto,18-03-2020, It just felt like so much racism it just felt like so much racial profiling I felt like we were targeted Black woman speaks out on video that went viral of her being accused of stealing while prepping for,Negative
6974,51926,"Bay Area, CA",18-03-2020,"Could this #coronavirus crisis be a tipping point that results in a new normal for consumers? https://t.co/s9cfE82pUX
#CX #ConsumerPsychology #ConsumerBehavior",Extremely Negative
6975,51927,Downtown Memetown,18-03-2020,...all of you #panicbuying fools six months from now. #COVID?19 #coronavirus #CoronavirusOutbreak #TheOffice #stockpiling #StopPanicBuying https://t.co/49MIy8lMJr,Negative
6976,51928,"Arlington, VA",18-03-2020,"With the #coronavirus market rout causing companies stock prices to drop, one might have expected M&amp;A deal terminations to be on the rise. 

But that isnt what we are seeingyet. https://t.co/Gxek7kJAkr",Negative
6977,51929,New York,18-03-2020,"Oil crashes.
Now down 14% today https://t.co/hzrTirJvsh https://t.co/dMPMMP6VpR",Neutral
6978,51930,U.S.A.,18-03-2020,"Gas prices could hit 99 cents in some states due to coronavirus and supplies, expert says |  https://t.co/uvWYi2e5jz #coronavirus",Neutral
6979,51931,"Knoxville, TN",18-03-2020,Governor Lee says TN has a strong food supply chain but hoarding hurts that He cautions against hoarding and panic purchases Live on right now,Extremely Negative
6980,51932,,18-03-2020,"@TheSun The panic buying will continue for weeks, it will be fantastic for supermarket turnover.
#panicbuying #COVID2019",Positive
6981,51933,,18-03-2020,"It's time to open the shop doors again - Here We Go - Its Supermarket Sweep?
#coronavirus #COVID19 #covid19UK #panicbuying #panicshopping #panicbuyers https://t.co/NiW3cad7R5",Neutral
6982,51934,"Des Peres, MO",18-03-2020,Went to the grocery store last week to prep for the thankfully no one was Just a Little Prep Talk,Positive
6983,51935,,18-03-2020,"Mentioned $RAD some time ago. I finally visited one of their stores (for COVID-19 stock up reasons lol), and noticed they are now basically carrying basically EVERYTHING in their stores, ranging from some clothes to food.  It's almost as if they're following Target's playbook. https://t.co/adUs3pfSRb",Positive
6984,51936,USA,18-03-2020,@RandPaul At this point Id rather get the damn #coronavirus we have lost a third of our money in the stock market lost our jobs food supply chain bare and freedom nope not that either.,Negative
6985,51937,USA,18-03-2020,@PressSec @realDonaldTrump This is BS now At this point Id rather get the damn #coronavirus we have lost a third of our money in the stock market lost our jobs food supply chain bare and freedom nope not that either.  Im done being strong we are hosta,Positive
6986,51938,USA,18-03-2020,@IngrahamAngle Honestly At this point Id rather get the damn #coronavirus we have lost a third of our money in the stock market lost our jobs food supply chain bare and freedom to see people gone. Im done being brave this is stupid #Quarantine #ChinaV,Positive
6987,51939,USA,18-03-2020,@dbongino I'm done I'd rather get the #Coronavirus at this point lost a third of our money in the stock market lost our jobs food supply bare I would rather take my chance with the #ChinaVirus get well and return to life. Millions are wrecked now for what,Negative
6988,51940,USA,18-03-2020,@FDRLST Why are we being destroyed like this??? I would rather get the damn #CoronaVirus lost a third of our lifetime money in stock market lost job no way to supplement food chain is bare. Please let me take my chances with the #ChinaVirus at least if I ,Extremely Negative
6989,51941,Johannesburg,18-03-2020,Is it morally justifiable for businesses to raise prices of goods as demand grows? Is it just about the market? Profits or people? Have you noticed any product that now costs more than before the start of #Covid_19? #702Breakfast,Positive
6990,51942,"Victoria, Australia",18-03-2020,"@Coles @Coles as one of those vulnerable people I can't actually get hold of anyone to organise online shopping. I'm at serious risk due to health issues, already sick, &amp; self-isolating while waiting for results after being tested for Covid-19. What a",Extremely Negative
6991,51943,Jamaica,18-03-2020,And this...ladies and gentlemen is how citizens of the UK have been spreading #coronavirus all over the Caribbean and elsewhere. https://t.co/Ijpn1CKiSm,Neutral
6992,51944,Melbourne,18-03-2020,"Jeff's Books in Strathalbyn, SA is offering free cookbooks to inspire locals with access to limited supplies at the one supermarket in the district!

We've updated our list of what booksellers are doing to help their communities during the Covid-19 crisis

https://t.co/Bfn7w9zv6O",Positive
6993,51945,United Kingdom,18-03-2020,The government has announced that schools will close from Monday https://t.co/C5RaaQPGnQ https://t.co/q3I54vQf1V,Neutral
6994,51946,Boston,18-03-2020,Price gouging  or price gauging. @jeff_jacoby has some opinions on what companies should do. #coronavirus #covid19 https://t.co/VF9bCUxvp2,Neutral
6995,51947,Kurdistan,18-03-2020,"video: English subtitled 

#Turkey's President #Erdogan talking about benefits of #Coronavirus pandemic &amp; how his country would take advantage from production demand, low cost finances and oil prices.

He urged patience &amp; prayer to overcome the crisis. 

via @abdbozkurt #BREAKING https://t.co/45KNtwEeaE",Negative
6996,51948,Kurdistan,18-03-2020,"video: original video 

#Turkey's President #Erdogan talking about benefits of #Coronavirus pandemic &amp; how his country would take advantage from production demand, low cost finances and oil prices.

He urged patience &amp; prayer to overcome the crisis. 

via 
@abdbozkurt #COVID2019 https://t.co/EpSiWuLZWG",Negative
6997,51949,"Austin, TX",18-03-2020,"West Texas Crude has dropped below $25 bbl. 

Here's my story on what the Saudi/Russian spat that sparked this: https://t.co/svJBTkc60m

And here's my story on how the oil price decline affects Texas' Rainy Day Fund: https://t.co/mNnpC0iY6V

#Oil #coronavirus https://t.co/TAUDFwkmfk",Extremely Negative
6998,51950,The Land of Enchantment ~***,18-03-2020,"H/T @Thom_Hartmann 
Consumer Reports on REAL Cleaning Solutions for killing COVID-19.
https://t.co/0Z5CB9mRJ3",Negative
6999,51951,"Bradford, West Yorkshire",18-03-2020,"If you're planning a trip to the supermarket this week, please take the time to have a look at this information and advice for shoppers amidst the coronavirus (COVID-19) outbreak. https://t.co/dAUCMCvUXM",Positive
7000,51952,"Knoxville, TN",18-03-2020,"#fakenews There wasn't a panic buy at the grocery stores. This is the first time in centuries American employers have been forced to respect the work-life balance, and therefore we can have something besides fast food. #alternativefacts #coronavirus #QuarantineLife",Negative
7001,51953,"Portland, Oregon",18-03-2020,"Oregon small businesses losing millions in sales due to COVID-19, survey finds: Small businesses in the consumer products and retail sector across Oregon are losing an estimated $4.8 million in sales, according to a survey by the group Built Oregon. The https://t.co/B6Vj7m3NdZ",Extremely Negative
7002,51954,,18-03-2020,Limited water supply sign during,Negative
7003,51955,New Jersey,18-03-2020,@wegohealth Q6. Not really FUN. Worrying about making the rent (much less electric/Internet/food/meds) with work being fewer hours and in danger of store closing. Retail is already shaky; COVID-19 closures could kill the entire sector (not to mention rest,Extremely Negative
7004,51956,T,18-03-2020,"WKRN News 2: Brad Paisleys free Nashville grocery store delivering to elderly amid COVID-19 pandemic.
https://t.co/wZ9YB9lV1R

via @GoogleNews",Positive
7005,51957,"Arusha, Tanzania",18-03-2020,I'm trying to play it safe ???? But these prices ? #DoYou #FightCOVID19 #COVID19 #COVID2019 ??? https://t.co/V4ux4FE6wh,Positive
7006,51958,"Texas, USA",18-03-2020,Brooklyn Deli offers 10 20 off food products as mainstreamed grocery stores run out of food amp others price gouge on water bottles amp essentials to fight panic amp greedy stores amp individuals who hoard,Extremely Negative
7007,51959,Dublin,18-03-2020,Supermarkets adapt to deal with Consumer habits are changing One store has asked customers not to bring their children shopping,Neutral
7008,51960,"Grand Rapids, MI",18-03-2020,"Do you have GAS?! ? As of right now, the cheapest gas in the nation is in Oklahoma City at $1.21 per gallon. Gas prices are expected to continue to drop as oil demand globally has significantly dropped. #coronavirus",Negative
7009,51961,"Wellington, New Zealand",18-03-2020,Food delivery services are bringing in  zero contact  deliveries to reduce contact with customers amidst Covid 19 fears,Negative
7010,51962,Washington DC,18-03-2020,"Lot of big health announcements at todays WH briefing.

FIRST PRESS QUESTION: Why do you keep calling it the Chinese virus? A lot of people say its racist!",Extremely Negative
7011,51963,Dallas,18-03-2020,Still finding some empty shelves at the grocery store Consumers are acting in ways no one anticipated Experts say the supply chain is up the task but expect to see more limits on quantity to restore order in the supply chain,Positive
7012,51964,"Manila, Philippines",18-03-2020,Great insight from the BCG on consumer reaction to COVID-19. https://t.co/eULFUlAgdi,Extremely Positive
7013,51965,Chicago,18-03-2020,Has anyone noticed that grocery store employees are getting too big for their britches? They think they're like firefighters during 9/11 #COVID2019 #ChineseVirus #coronapocolypse,Positive
7014,51966,"1:15 am, Twin Pines Mall.",18-03-2020,Tip your grocery store workers. Use envelopes to not pass cash by hand. Theyre taking a lot of risk for all of us. #covid19 #coronavirus,Positive
7015,51967,"Bieber, CA",18-03-2020,"Grocery stores are working extra hard to keep up with consumer needs. Please be mindful of others.
https://t.co/5ws822ZYfy https://t.co/U1dT0nHOQ7",Positive
7016,51968,Memphis,18-03-2020,"#BrianElderRoofing is thinking of all of the healthcare workers, delivery drivers, grocery store employees, restaurant employees, and community members that continue to work hard during COVID-19. You are appreciated! https://t.co/sCznukYyZv",Positive
7017,51969,"Baltimore, MD",18-03-2020,"Please take note of this important info from the FTC re: ""money from the government."" You can report scams like this to our Consumer Protection Division using our online complaint form at https://t.co/TfVqqKI2Qo. https://t.co/yvqWEqRAMe",Negative
7018,51970,"Portland, Oregon, USA",18-03-2020,Bay Area grocery stores stock up on essential supplies in preparation for the emergency order across most of the region The mandate is the nation s strongest move so far in response to the threat Read more,Negative
7019,51971,"Denver, CO",18-03-2020,There better be some MAD fucking respect for grocery store workers from here on out. #COVID19 #coronavirus #grocerystores,Positive
7020,51972,"Austin, TX",18-03-2020,"No toilet paper at the grocery store, so I went with Plan B. #Coronavirus #Workaround https://t.co/tC6WsNeCPt",Negative
7021,51973,"Washington, DC",18-03-2020,"Consumer Reports has a great Coronavirus Resource Hub that helps consumers stay up to date on the pandemic and shares advice on how to keep safe, covering health, home, daily routine, tech, and food. #COVID19 https://t.co/cRMBReiapL",Extremely Positive
7022,51974,"Atlanta, GA ",18-03-2020,A Of course there is a German compound word for panic shopping hamsterk ufe or shopping like a hamster stuffs its cheeks with food There s a hyphenated compound word for the anxiety around COVID 19 Corona Angst  ,Negative
7023,51975,"ÜT: 40.854982,-73.968413",18-03-2020,Thank you to all of the dedicated grocery store employees We just met Candy in Hoboken who is working her 10th day straight at Acme with no break in sight  ,Extremely Positive
7024,51976,"Salt Lake City, UT",18-03-2020,One Utahn never imagined her deliveries would be helping out an elderly woman who could not risk a trip to the grocery store or a mother who could not find baby wipes on store shelves during the outbreak,Positive
7025,51977,"Sault Ste Marie, Ontario",18-03-2020,Do your part to help our businesses When shopping online buy local where possible Consider ordering takeout from restaurants offering the service amp support local breweries As the COVID 19 situation is changing rapidly please follow gov t guidelines,Extremely Positive
7026,51978,"Rock Hill, SC",18-03-2020,"#CADCHF and #AUDCHF and #NZDCHF 

Current #prices don't exist dating to 1953 or 66 #Years #Trump2020 #MAGA2020 #KAG #USD #coronavirus #China #ausbiz",Neutral
7027,51979,"Cleveland, OH",18-03-2020,"Bury Ayn Rand's objectivism deep: it turns out that no one would miss the value added by whomever was holed up in Galt's Gulch, but that we can't do without warehouse workers, grocery clerks, nurses, janitors, or and number of other poorly-paid laborers. 
#coronavirus",Positive
7028,51980,"?? Phoenix, Arizona ??",18-03-2020,The state of Arizona now has a 24-hour helpline for seniors unable to access groceries: 602-264-4357. #coronavirus  https://t.co/317i0Gap1u,Neutral
7029,51981,"Michigan, USA",18-03-2020,Health professionals recommend staying at least six feet away from other people to avoid contracting the  But how do we do that in a grocery store that s overrun with customers   Bailey asked  This is making me worry about my own mortality  ,Negative
7030,51982,,18-03-2020,"To all of you who are panic buying... STOP. Stop being so selfish. We all need food and supplies, and you are not entitled to more than anyone else. #panicbuying #panicshopping #StopPanicBuying #coronavirus #selfish",Extremely Negative
7031,51983,,18-03-2020,Let s help keep our safe from,Extremely Positive
7032,51984,"Bay Area, CA",18-03-2020,PSA: if you see a local grocery store is adjusting hours for Seniors. Let your neighbors know. They might not have social media and may only know by you telling them. #CoronaOutbreak #HelpEachOther #COVID2019,Neutral
7033,51985,AU ,18-03-2020,"Thank you to everyone working in public roles now ???
Australians thank schoolteachers working through the COVID-19 pandemic | SBS Voices https://t.co/cZBr3Mpw27 #Auspol #coronavirusaustralia",Extremely Positive
7034,51986,Studio with ciara & missy ^_^,18-03-2020,When food and toilet paper are out of stock so you gotta sing out your feelings   19  ,Neutral
7035,51987,"Merton, London",18-03-2020,"How to avoid COVID-19 
Good night sleep
Eating healthy food
Do not panic buy relax
Good hygiene wash and shower regularly
Keep your home tidied
Follow these steps and you will not go far wrong",Extremely Positive
7036,51988,,18-03-2020,"Effective #today, all #HyVee #stores began making #changes to their #store #hours and #operations due to recent #Covid_19 #concerns. See below for more, including how to get the #latest on #actions the #grocery chain is taking across its eight-state #region. #coronavirusupdates https://t.co/lFbNKv1Kyr",Positive
7037,51989,Canberra,18-03-2020,@2Bender @SBSNews If so many people werent so ignorant and didnt listen to #ScottyFromMarketing they wouldnt feel the need to hoard and panic. The worst place to be is at a packed supermarket with others pushing and grabbing. Best place to catch #CO,Extremely Negative
7038,51990,,18-03-2020,During COVID 19 I have successfully supported the economy by online stress shopping everything in sight and giving myself no limits,Positive
7039,51991,Brooklands Motor Circuit,18-03-2020,Stay Safe .. Keep Motoring On https://t.co/MAwzC7BJS7,Positive
7040,51992,"Las Vegas, NV",18-03-2020,"#CORONAVIRUS ALERT:  We understand how important it is for everyone to keep clean &amp; disinfected
Let Us Help? All Supplies Needed f/ Disinfecting &amp; Cleaning Provided
Prices Starting @ 2 Hours 2 Maids $75
Book Online or Call Today @
https://t.co/ZdnwOr5V4o / (702)508-9032
#LasVegas https://t.co/Lq1MlxoKkh",Extremely Positive
7041,51993,"Broward County, Florida",18-03-2020,".@BrowardCounty is assisting customers at Government Center West (GCW) in completing their licensing and permitting needs online to reduce the spread of COVID-19. 
GCW Virtual Operations-https://t.co/D5kgLn2ANv

For County information regarding COVID-19: https://t.co/d7qLa1uuoD https://t.co/CkKQngRrgx",Neutral
7042,51994,"Hudson Valley, New York",18-03-2020,"Vault Health launches consumer men's health service with $30M Series A, but suspends some in-person visits due to COVID-19 https://t.co/vn0tkUxdSv https://t.co/bQgP18pQPx",Neutral
7043,51995,,18-03-2020,Read about out how the is affecting   demand and prices   19,Negative
7044,51996,"Ankeny, Iowa",18-03-2020,HUGE PRICE DROP! Due to the #coronavirus we are dropping our prices for a limited time. We care about our community and understand the situation people are going through. Our installers perform safe non contact practices! Call now we are here to help. https://t.co/0WhnYtwc0H,Extremely Positive
7045,51997,"Leeds, England",18-03-2020,I'm honestly pretty glad I'm in self isolation. At least I can't get mad at the empty shelves at my local supermarket. My throat is too sore to get my mum-voice on to selfish panic buyers. #COVID2019 #workingfromhome,Extremely Negative
7046,51998,"Doylestown, PA",18-03-2020,Need a second mortgage to afford hand sanitizer? Price gouging in the middle of a disaster emergency is illegal. Call the #BucksCounty Consumer Protection Department. https://t.co/TpPdx2Kq9M https://t.co/luLeQj6SSp,Extremely Negative
7047,51999,"Harrogate, England",18-03-2020,"We can all make a difference during the COVID-19 outbreak by Checking on elderly &amp; vulnerable neighbours, donating to food banks &amp; churches and leaving that loaf of bread you dont need in the supermarket for someone else #BeKind #COVID2019 #coronavirus #stockpiling https://t.co/gD9JzASq5C",Negative
7048,52000,"Abuja, Nigeria",18-03-2020,"Since everyone is advising we buy enough food, what about those of us not currently buoyant enough to stock up foodstuff for 6-12 months?
#covid19UK #coronavirus #CoronaVirusNigeria #COVID2019 #COVID19 #nysc",Negative
7049,52001,"Sarasota, FL",18-03-2020,How is the largest grocery chain of China s tech giant Alibaba faring amid the outbreak checks it out and interviews their store manager in Beijing,Neutral
